time,exp5b_pdps_imu-Clip__exp5b_audio-L,exp5b_pdps_imu-Clip__exp5b_mpipe-L,exp5b_pdps_imu-Clip__exp5b_audio-R,exp5b_pdps_imu-Clip__exp5b_mpipe-R,exp5b_audio-L__exp5b_mpipe-L,exp5b_audio-L__exp5b_audio-R,exp5b_audio-L__exp5b_mpipe-R,exp5b_mpipe-L__exp5b_audio-R,exp5b_mpipe-L__exp5b_mpipe-R,exp5b_audio-R__exp5b_mpipe-R
302.0,0.3085524134433084,0.8179050418950728,0.5100263457267333,0.6363434702899073,0.4789099100433666,0.7653484803240775,0.08686914689339022,0.5899258836432573,0.5870673032283186,0.2479034117181822
302.5,0.3106120071362866,0.8202025903111443,0.5129175972038893,0.704640969866249,0.478838002428624,0.7644947075684789,0.13855718033565492,0.5886051917345172,0.4624043074967978,0.4073134606321547
303.0,0.31267836227581147,0.8225053067024328,0.5158158787844467,0.7936255582683525,0.47876735364206124,0.7636452382816505,0.21256345114996708,0.5873080852332768,0.6010709585209727,0.4664635188195049
303.5,0.31475101988058685,0.8248126083811802,0.5187202096307992,0.891391798875955,0.47869804931901727,0.7628001543193754,0.3092227685413035,0.5860350569383639,0.8228570287081454,0.8258030816179829
304.0,0.31682951741215,0.8271239046713732,0.5216295813612578,,0.47863017938519514,0.7619595311525587,,0.5847865802616845,,
304.5,0.3189133890540755,0.8294385970258866,0.5245429573947853,,0.478563838248287,0.7611234375573617,,0.5835631094590176,,
305.0,0.32100216599751763,0.8317560791423408,0.5274592721997661,,0.47849912498362124,0.7602919353431317,,0.5823650798341368,,
305.5,0.3230953767329452,0.8340757370769556,0.5303774304378578,,0.47843614353747016,0.7594650789971478,,0.5811929079174869,,
306.0,0.32519254734749425,0.8363969493556523,0.5332963059899333,0.3625819822287648,0.47837500293323554,0.7586429154249095,0.991326943015821,0.5800469916204722,0.5599808341723117,0.6610245467989682
306.5,0.3272932018276675,0.838719087081703,0.536214740852688,0.339477981530244,0.47831581749154883,0.7578254836055499,0.9893887615755044,0.5789277103662065,0.6769336795820358,0.6481298809880593
307.0,0.3293968623667789,0.8410415140392216,0.5391315438915059,0.32190323281294064,0.4782587070514256,0.7570128143403673,0.9877587623697611,0.57783542519741,0.6383661589084626,0.6540877801692659
307.5,0.3315030496768594,0.8433635867916416,0.5420454894376168,0.3233891428030499,0.4782037972058372,0.7562049299025646,0.9877553615244618,0.5767704788619626,0.46760598499283546,0.7469047270525591
308.0,0.3336112833045496,0.8456846547744479,0.5449553157138192,0.32545597384601493,0.4781512195473441,0.7554018437662267,0.9877705886623098,0.5757331958764769,0.4675510294199452,0.7461214519729173
308.5,0.3357210819504085,0.8480040603813797,0.5478597230758918,0.3275246131160681,0.4781011119185199,0.7546035603047421,0.987786044722339,0.5747238825681082,0.46749876729321865,0.745342786471505
309.0,0.33783196379130975,0.850321139043325,0.5507573720539604,0.32959459365422045,0.4780536186767694,0.7538100744799745,0.9878017297721047,0.5737428270946845,0.46744934538023486,0.7445687230295807
309.5,0.3399434468053477,0.852635219298996,0.5536468811822368,0.3316654482403399,0.47800889096594923,0.7530213715567844,0.9878176438628486,0.5727902994431122,0.4674029172515829,0.7437992446073407
310.0,0.3420550490988979,0.8549456228566441,0.5565268246025482,0.3337367097095655,0.4779670870040617,0.7522374267863086,0.9878337870294103,0.5718665514059158,0.46735964356491316,0.7430343243480502
310.5,0.3441662892351453,0.8572516646460007,0.5593957294323798,0.3358079112703052,0.47792837237444274,0.7514582051256624,0.987850159290057,0.5709718165356372,0.46731969235940585,0.7422739252848822
311.0,0.34627668656373867,0.859552652859477,0.5622520728892018,0.33787858682338157,0.4778929203314838,0.7506836609280789,0.9878667606463374,0.5701063100767296,0.4672832393621065,0.7415180000392068
311.5,0.348385761551119,0.861847888982054,0.565094279166258,0.33994827128180877,0.47786091212148896,0.7499137376349501,0.9878835910829988,0.569270228874514,0.4672504683050601,0.7407664905272321
312.0,0.35049303611085975,0.8641366678087538,0.5679207160638984,0.34201650089075697,0.47783253730948316,0.7491483674843948,0.9879006505678286,0.5684637512606343,0.4672215712550174,0.7400193276560609
312.5,0.3525980339335822,0.8664182774490548,0.5707296913830929,0.3440828135471844,0.47780799411907904,0.7483874712069274,0.9879179390514975,0.5676870369143944,0.4671967489543659,0.7392764310270007
313.0,0.35470028081609684,0.8686919993174962,0.573519449103201,0.34614674911867915,0.47778748978934465,0.7476309577046042,0.9879354564674787,0.566940226699316,0.4671762111747034,0.7385377086318241
313.5,0.356799304989061,0.870957108109417,0.5762881653756677,0.3482078497610198,0.4777712409385506,0.7468787237664549,0.9879532027319031,0.5662234424741257,0.467160177083011,0.7378030565477791
314.0,0.3588946374427162,0.873212871761425,0.5790339443840733,0.3502656602339944,0.4777594739428578,0.7461306537403156,0.9879711777434046,0.5655367868773737,0.467148875620556,0.7370723586321839
314.5,0.3609858122503466,0.8754585513955895,0.5817548141423485,0.35231972821497837,0.47775242532875395,0.7453866192285503,0.9879893813830188,0.5648803430848383,0.46714254589468784,0.7363454862132957
315.0,0.3630723668888721,0.8776934012467765,0.5844487223306516,0.3543696046098265,0.4777503421791433,0.7446464787672494,0.9880078135140736,0.5642541745387728,0.4671414375840657,0.7356222977778177
315.5,0.3651538425559848,0.8799166685723654,0.6484576776084965,0.3564148438605893,0.47775348254864125,0.6592205545049492,0.9880264739820255,0.6181216826685866,0.4671458113567004,0.6517708785805925
316.0,0.3672297844835818,0.8821275935438462,0.7420980124077348,0.3584550042496383,0.4777621158974233,0.5837279706472898,0.9880453626143411,0.693922874399469,0.46715593930231974,0.5753162439803856
316.5,0.3692997422469832,0.8843254091196062,0.7323972206801856,0.360489648199705,0.4777765235367376,0.6207545828659093,0.988064479220415,0.6370072287610583,0.4671721053772455,0.6110057199209998
317.0,0.3713632700692558,0.8865093408983724,0.7957383945535037,0.3625183425694014,0.47779699908585993,0.5628162663891754,0.9880838235914062,0.663580380649206,0.4671946058632078,0.5528016552692285
317.5,0.3734199271205111,0.8886786069529755,0.6010924083660852,0.364540658943864,0.4778238489454813,0.7273577342644393,0.9881033955001275,0.6437204378710395,0.46722374984024734,0.7191475552706394
318.0,0.3754692778115562,0.8908324176438807,0.6065340559673706,0.3665561739199887,0.47785739278243006,0.7237147990991457,0.988123194700927,0.648064751916031,0.4672598596720949,0.7155018019442995
318.5,0.5334862115472414,0.8929699754122158,0.6120245040588124,0.3685644693859398,0.4773494595719676,0.4671158783468847,0.8329798341718432,0.65245232176448,0.4673032715054415,0.7117376893095319
319.0,0.42987234696232646,0.895090474552198,0.6175566971599338,0.3705651327944761,0.6153948572704717,0.5783772323796428,0.716550908649799,0.6568679787929668,0.46735433578159064,0.7078529474279069
319.5,0.5152984105056857,0.8971931009626366,0.6231223370345103,0.37255775742979536,0.5223720215640462,0.558725060652389,0.8161977147461535,0.6612948538804977,0.46741341776186285,0.703845672070804
320.0,0.47340892525397565,0.899277031877507,0.6287118100312229,0.37454194266743723,0.4949710757126127,0.485084473407838,0.560807035622521,0.6657144600824997,0.46748089806402593,0.6997143792770941
320.5,0.8178080534487866,0.9013414355759435,0.6343141437252996,0.376517294226952,0.6450482005223663,0.32813501975232595,0.25124927913953954,0.6701068281892502,0.467557173211293,0.6954580614568671
321.0,0.7838690465157377,0.903385471071416,0.6399170060544876,0.37848342441699206,0.6203883923578993,0.29939171141448506,0.22552499446063437,0.6744506970852489,0.4676426561917719,0.6910762441700855
321.5,0.7513615502215787,0.9054082877809475,0.6455067619046556,0.38043995237250333,0.5983164317917822,0.27349873341342984,0.20060123907676505,0.6787237580979254,0.4677377770289365,0.6865690425111555
322.0,0.7208077064179307,0.9074090251744265,0.6510686026144852,0.38238650428371135,0.5790640232718636,0.25134477942647254,0.17691964559933554,0.6829029494316587,0.4678429833604202,0.6819372158721684
322.5,0.6924610926808249,0.9093868124051003,0.6566505764105732,0.3843227136166101,0.5626864880852023,0.2326889150666725,0.15484780719355876,0.6869647935528806,0.46795874102557977,0.6771822196523409
323.0,0.6666693499022717,0.9113407679217829,0.6625389710086361,0.5422541031371995,0.549087045453788,0.21752551327518793,0.26351071762695466,0.6908857673041475,0.4728384000641965,0.4589167958339971
323.5,0.6436313592707168,0.9132699990639532,0.6683599061058777,0.3910931877541741,0.5380531483059958,0.20573839972184424,0.362228226585507,0.6946426918828108,0.6094531100419074,0.5815103981408841
324.0,0.6234080398253177,0.9151736016411645,0.6739818654145243,0.5071085301507453,0.529297553874077,0.19707021085395315,0.36192456947856566,0.6982131279122659,0.4643597233419171,0.4852798299987172
324.5,0.20009598738722234,0.23887915545210758,0.23301978999531742,0.3477988724199282,0.5224974461686921,0.19118406112003386,0.3556955131622374,0.7015757598920771,0.3852896159376291,0.36943650777722126
325.0,0.26505098906693997,0.29238297550313525,0.29207587448437256,0.31265063721668385,0.517326879299573,0.18771394378410378,0.650474569358809,0.7047107544758828,0.5007718942663564,0.20167345383454846
325.5,0.26766158918985844,0.2647252988294889,0.2598435043826545,0.2967585339984779,0.513480244375129,0.18630153346027994,0.7464589966713282,0.7076000783122287,0.49968377947303266,0.18142110144249995
326.0,0.2620626713161312,0.27174832198353166,0.24486092169342477,0.25999657994936576,0.5106866386865639,0.1866196391947532,0.8588612311580481,0.7102277634873966,0.5073151793487215,0.18698711242357
326.5,0.4891185077949261,0.47835901680398196,0.16941820289703058,0.4860183913526103,0.5087165009399104,0.18838437562777258,0.8293271032068068,0.7125801117123987,0.5115699974793874,0.20845538548608922
327.0,0.2992678264867451,0.3132468079163171,0.21127742548958872,0.3758722991211345,0.5073825771269842,0.1913589858555923,0.6762503741031434,0.7146458319981424,0.5102684535381488,0.24022427185486436
327.5,0.26156826708373077,0.2681637320909173,0.23077784186516193,0.3078773859236096,0.5065373467190887,0.19535231087602736,0.39573390415134274,0.716416110323544,0.380044639945234,0.2763008840893032
328.0,0.272988843733209,0.2927733614522236,0.25893330783287144,0.32934902601259675,0.5060687172841714,0.20021445910025093,0.3365154264219497,0.7178846133881167,0.3541656900963148,0.3343656957189255
328.5,0.3150454772481178,0.3179793074433796,0.4149603789718268,0.3475501045214729,0.5058953230054105,0.20583158584487446,0.3486018311475703,0.7190474316679938,0.4260187369635964,0.393208990227554
329.0,,,,,0.5059623028448413,0.21212106188721114,0.3330744762335011,0.7199029694557317,0.533081779726048,0.5369376474079673
329.5,,,,,0.5062380702057219,0.21902780363828844,0.0314333893224695,0.7204517912452875,0.47099655567418675,0.600386825080535
330.0,,,,,0.5067123378448452,0.22652218390114873,0.03125116813064066,0.7206964347027428,0.47134068612562424,0.5944939164298442
330.5,,,,,0.507395511231193,0.2345997185631053,0.031762232738810764,0.7206412005985323,0.471705778600991,0.5886027045208506
331.0,,,,,0.5083194740696472,0.24328258228496738,0.03298635879170679,0.7202919295844599,0.4720926960622571,0.5827247210141346
331.5,,,,,0.5095397183222811,0.2526228865175954,0.23078774602859486,0.7196557747288974,0.5093216690411683,0.535414749761351
332.0,,,,,0.5111386736828791,0.26270749437338786,0.28688474097954786,0.7187562323982272,0.4312104876786673,0.4937676504487267
332.5,,,,,0.5132299263515261,0.27366388928550595,0.2821887366413666,0.7176069715143487,0.3325183384928264,0.3387460865069728
333.0,,,,,0.5159627510139301,0.28566620892483724,0.2833474971158225,0.7161958754936911,0.24263184473339008,0.2691611213696117
333.5,,,,,0.5195260018010784,0.29893998227339225,0.27005833909283783,0.7145333049781917,0.25752656532827023,0.33082494715218413
334.0,,,,,0.5241505418573916,0.3138645520953245,0.342508020830059,0.7126299493962254,0.2905274422166042,0.31615461285447977
334.5,,,,,0.530106683177511,0.3307892319220642,0.3583710619570318,0.7104966836871217,0.3098251180817602,0.24185285742922924
335.0,,,,,0.5376958810642176,0.3500392437108894,0.3060523445771174,0.7081499499488221,0.26348804736808257,0.26043626358373195
335.5,,,,,0.5472435307895512,0.3719987565772375,0.19385229439147714,0.705638354093972,0.22444527642274062,0.22397964456637165
336.0,,,,,0.5590539785985205,0.3970059855849377,0.28333135972064016,0.7029469327139652,0.24570800248479988,0.24604337832012715
336.5,,,,,0.5733922865082604,0.4252823544198108,0.24766859314202314,0.7001778812455823,0.22570292226585886,0.2494526856978406
337.0,,,,,0.5904430739020328,0.45684059623546314,0.36633197690104274,0.6972789460256893,0.25125287082638065,0.31711211134561657
337.5,,,,,0.6102699808036941,0.49175264511555494,0.4255381546682193,0.6942084029071136,0.3704098890231635,0.1801997243193649
338.0,,,,,0.6327825974156307,0.5295992069044253,0.502218654144525,0.690976080497561,0.4329438774311148,0.2596508810273809
338.5,,,,,0.47871234196879975,0.5010917920894381,0.43890704180325846,0.6875915063039533,0.5028332178424092,0.33606682165848856
339.0,,,,,0.5130833682886844,0.5332105412147847,0.5423317286851757,0.6840638993070092,0.4996403306666167,0.3242586090631966
339.5,,,,,0.5647397593919707,0.6903005886995927,0.36556195630124544,0.527698821128326,0.4918440791820953,0.3875794197120802
340.0,,,,,0.49410588495773033,0.5255143732372257,0.34485298292258715,0.5552378304082645,0.4862039236306844,0.40108735793459294
340.5,,,,,0.4950887814235281,0.49389943083037013,0.33001314561535533,0.5731714617323087,0.482564703226214,0.3836714551748508
341.0,,,,,0.4961156291063283,0.49639128884907346,0.3167104783606244,0.558133013359453,0.48076691791863946,0.3017754935430992
341.5,,,,,0.49718772667838373,0.6071614111383379,0.30491136996273477,0.6747778079308964,0.48066087628773474,0.3697331269465445
342.0,,,,,0.4983063719836357,0.717690777589107,0.2945724471967287,0.573154416068516,0.4821167361651635,0.286581752299599
342.5,,,,,0.49947285810069464,0.6552436979382517,0.2856493644318536,0.5533279299442964,0.4850309585011975,0.3013962940861169
343.0,,,,,0.5006884691064368,0.5281508060332419,0.2781037090668075,0.5358922827727246,0.48932988058866866,0.28234198080196893
343.5,,,,,0.5019544755315719,0.5135733819191052,0.2719078141824627,0.7497855138768057,0.4949710729695929,0.3618816845849453
344.0,,,,,0.5032721295067756,0.49410983375291995,0.2670474360778734,0.7417033219018625,0.5019429554428612,0.3703717757307768
344.5,,,,,0.504642659604557,0.4751338644319283,0.26352234814523084,0.730928632016907,0.510264465374225,0.38107164900818724
345.0,,,,,0.5060672653914092,0.4568818786323467,0.2613449531267056,0.7177661135922404,0.5199855492128683,0.39454529542433836
345.5,,,,,0.5075471117064743,0.4394951131642332,0.2605370572199561,0.7026187896265002,0.5311622525753461,0.4103939240655019
346.0,,,,,0.50908332266773,0.423029456967309,0.261125011978495,0.6859381300922,0.5438705462065136,0.42791268243922487
346.5,,,,,0.5106769754331495,0.4074783499536366,0.26313353179093835,0.6681765489474103,0.5581885113719367,0.4459427562203525
347.0,,,,,0.5123290937645235,0.6173008953366304,0.26657863588639585,0.4413494412687966,0.574185499677232,0.3643914079528112
347.5,,,,,0.5140406413874705,0.5274667599920676,0.27146032392136243,0.21573404097239762,0.5919126389183625,0.4300369516621198
348.0,,,,,0.5158125152131691,0.4101186069266011,0.2777557335938796,0.19565351259539474,0.6113557945005877,0.2152765691259462
348.5,,,,,0.517645538453339,0.3863687027721242,0.2854135969466268,0.14178964024814614,0.6324530893862725,0.11316293502934528
349.0,,,,,0.5195404536656201,0.1321090633501713,0.2943507638171666,0.2987132252403791,0.6550500929491343,0.3318833004408725
349.5,,,,,0.5214979158045323,0.09186388179018318,0.3044513732964247,0.29141420747123176,0.6789165656666161,0.31233243097291463
350.0,,,,,0.52351848529982,0.09163595698805356,0.3155689415320183,0.28549667605418216,0.7037233719610749,0.3154320232697587
350.5,,,,,0.5256026212590028,0.09405354269893278,0.3275312514962151,0.2804220288496471,0.7290236406979052,0.32186049293529073
351.0,,,,,0.5277506748287977,0.023149823444213208,0.3408106693319534,0.3352483245396568,0.7546868516423675,0.3256248632921182
351.5,,,,,0.5299628828036194,0.06638299360927376,0.543195239375318,0.30181453739488057,0.5854446714785598,0.29497319034906144
352.0,,,,,0.5322393615281235,0.1267374622334856,0.49643125921838505,0.31896900402174877,0.582141210589574,0.2812676807491857
352.5,,,,,0.5345801012040813,0.278500230694005,0.5281441042919074,0.4729687044146412,0.6008354139140132,0.38973692005505034
353.0,,,,,0.5369849606181886,0.27218178817218464,0.407118307615435,0.46196457825994064,0.8458153238641531,0.6473955014405907
353.5,,,,,0.5394536624232069,0.26655578476762487,0.41836599879565217,0.4519085802599383,0.8563546080572406,0.6366536397011394
354.0,,,,,0.7785835933641905,0.4281151466244492,0.7324290436448212,0.4427903684066189,0.6824207850732504,0.4475354806732778
354.5,,,,,0.690530010975767,0.36458924346752414,0.6532554220109239,0.4345987966356239,0.7078016690023641,0.543250191185976
355.0,,,,,0.7215683873899637,0.4260654903950415,0.3735437599764446,0.4273237209454327,0.4824544044208847,0.39060369053100663
355.5,,,,,0.713931276261148,0.39035161118745854,0.41926047853314674,0.4209574606806459,0.31233826130015435,0.348086591050787
356.0,,,,,0.5458402762831709,0.22575804860521528,0.2767624274556515,0.4154959515912788,0.3173000887476742,0.3030361118681085
356.5,,,,,0.5569455564764711,0.2211784016111869,0.28208832482490376,0.41093962358442915,0.3409115256267618,0.30264585573755226
357.0,,,,,0.5721007746036707,0.21678604184996209,0.35760602355618853,0.40729403117969853,0.3586048002241945,0.16996591587947715
357.5,,,,,0.5941030206959577,0.21302663175713885,0.25469527559572097,0.4045702586527603,0.42051954791754614,0.16795792939204074
358.0,,,,,0.6283684542981377,0.2116115708015869,0.14502871369010997,0.4027851150212466,0.4603879571172826,0.21830693558276668
358.5,,,,,0.6847750572691552,0.21838008234965264,0.38049852861331657,0.4019611268504564,0.39996933834100645,0.16850139098927405
359.0,,,,,0.7734953363025365,0.2486795402068648,0.3645167370355145,0.4021263298444534,0.4024435835835529,0.17499856690647086
359.5,,,,,0.8749660876621839,0.31662521528977683,0.3258450468971998,0.40331385382307056,0.40324658794186596,0.18634003504066465
360.0,,,,,0.9389538004016147,0.3954942431408902,0.18997482644766667,0.4055612903344536,0.31470121111932164,0.16987118155338313
360.5,,,,,0.9620828772537131,0.4541111653011417,0.17986533552616946,0.40890982796179204,0.20376716642580933,0.19518776788642428
361.0,,,,,0.9666438264356229,0.4931531892794361,0.3348191095153608,0.4134031371508379,0.3598856682923458,0.237928474230222
361.5,,,,,0.9647693984694046,0.520758787247248,0.32055645185917314,0.41908598342716175,0.28135699621820404,0.3702700651797485
362.0,,,,,0.6028794699160083,0.38299780079443957,0.4595886064927378,0.42600254391535397,0.3828070570352444,0.35769805554315043
362.5,,,,,0.6366061183752252,0.4168122992160421,0.557306722988741,0.4341943952632066,0.3427010180177583,0.3481595965499831
363.0,,,,,0.6086319353618608,0.39373380541002967,0.44468976964710794,0.44369812925587987,0.3818390196720299,0.42298933799836513
363.5,0.2986507968089957,0.04483820745349606,0.09006384651152427,0.2362493380759462,0.5465845764700508,0.4701559144138796,0.351855033827392,0.45454253389631205,0.3192481227797509,0.44804824188237746
364.0,0.09994867574214054,0.16047712104284614,0.12157131906375553,0.3103133603358327,0.5204218977906662,0.6322082857879726,0.36386345378732676,0.466745252934339,0.3124987351463386,0.3485342522373457
364.5,0.2509497159512409,0.25856931219605334,0.220194263738263,0.25234407056256636,0.5010713828551906,0.6437643558225086,0.5520496940713832,0.4803088110294764,0.2937893750255596,0.316954383215574
365.0,0.2484781356186736,0.2521459091782484,0.20949668022220183,0.222439885500151,0.4817857848305743,0.6613322249961254,0.5587038986720414,0.4496821673650182,0.3410461538157392,0.2963089435124928
365.5,0.26345875913272165,0.2836633352811788,0.2565364798432666,0.26486347192365106,0.4626381646817809,0.5871170583605918,0.5406049696265605,0.3939116307570508,0.29696170045218945,0.28667043449673046
366.0,0.18064905604376533,0.32772800614447595,0.2407132677713693,0.2807614675721896,0.4437089951774011,0.5391341576401149,0.40883353686304313,0.40016538246445676,0.3151782837097748,0.21270774198582873
366.5,0.20521645183918216,0.35709290301650215,0.2422885767403579,0.20981765066205776,0.4250738287473042,0.5980668923561379,0.4986301649590303,0.40403472572435134,0.23870587084265624,0.36420326900486544
367.0,0.24854918240813664,0.3955582974735513,0.1904961404331518,0.26569863422775225,0.4068037708282931,0.7534394157960551,0.5998209762206903,0.500877379560757,0.338386725484625,0.417227845552718
367.5,0.3453158984097286,0.4421330223770411,0.2625959050820148,0.40956074829028805,0.388964537960753,0.7286977938950434,0.5184057721139972,0.4971960227957358,0.47523939598929527,0.35643826439429316
368.0,0.4411923022318846,0.15972358039186244,0.3835147881789383,0.4099868237917891,0.4369820086960416,0.7055000865471783,0.5262391377343796,0.36548308341679603,0.3154176641049896,0.4347363450488913
368.5,0.4066649505046401,0.1530620411632074,0.40023486338053127,0.3349984320942674,0.46270187393112955,0.6810377408004383,0.4203264785891695,0.30906023913302166,0.28180260384504496,0.4114986713067339
369.0,0.3741318816946495,0.1332242538466113,0.39485147237529844,0.241200595926132,0.43374354896222755,0.6560609820167177,0.39373714339376575,0.29683850764353786,0.2967579078864172,0.45342391590441555
369.5,0.3518104902928325,0.16982710753661506,0.3362650249563314,0.2767245772415001,0.38766738804816375,0.4654938887502033,0.38553194368261434,0.2843291243511502,0.2869455000822792,0.5154579156854956
370.0,0.3344695763487509,0.17116921481238845,0.2740867264778093,0.29225513226653554,0.27724715203252925,0.475584138227689,0.36879190870767786,0.2948379172306666,0.2639849132794614,0.5389954728476802
370.5,0.2524876293920999,0.2650815045731965,0.33855253934283763,0.30265114021798856,0.4101635723621807,0.5398739888805391,0.4322770016688164,0.26807439444529896,0.22116404707112716,0.4663955711759281
371.0,0.27238874975482175,0.2202064478385747,0.2651585702465027,0.21553213753812553,0.36787956832145163,0.590065672116725,0.521875466998317,0.24789988942629906,0.2271368266648508,0.5079533658112177
371.5,0.29609164206012367,0.2484590503135601,0.39481295114921044,0.2930216630111383,0.38462532210195693,0.588886354081848,0.4028208974156724,0.2896549066142826,0.27275137038817,0.461494486319708
372.0,0.38502963453784805,0.296447449181116,0.45071811535453044,0.26462508262347656,0.5483064867497869,0.5870969015583526,0.32577079657538277,0.3116159591887085,0.4423804105587641,0.36975760690639203
372.5,,,,,0.5221932994389095,0.5848600770990363,0.5099811147512854,0.3087767226015211,0.394227361597231,0.47714168671853807
373.0,,,,,0.5034747942526542,0.582310811334301,0.5085163932306203,0.30707527038756977,0.3923373838415806,0.471377171778036
373.5,,,,,0.49100520110462664,0.5795603374566198,0.507629785760461,0.3064058592161789,0.39262026308132253,0.46653706898642977
374.0,,,,,0.48346529611142963,0.5767001836598947,0.5068704931957952,0.30674978330580016,0.39424443797820724,0.46253260069152763
374.5,,,,,0.4797332035211645,0.5738056830678095,0.5062363635856312,0.3081274574981926,0.3967071415489455,0.45927936303500866
375.0,,,,,0.4790043449850964,0.5709389092876631,0.5057245687804248,0.3105753989288199,0.39972057139615713,0.45669853872542504
375.5,,,,,0.4807898941035253,0.5687339995784201,0.505331977701329,0.314134156958487,0.40311858752498647,0.4547176851242115
376.0,,,,,0.48487558093777927,0.566711798418468,0.5050554356161754,0.31883975181010304,0.4067921141570802,0.45327120107412927
376.5,,,,,0.4912794411571801,0.5648224958483248,0.5050727902108895,0.3247164878405836,0.4106481197006044,0.45230055060438457
377.0,,,,,0.5002177625577948,0.5630916971064155,0.5058421656404843,0.3317724035322213,0.41458545761803334,0.45175430547958223
377.5,,,,,0.512069990653542,0.561540337249666,0.50668289374056,0.3399994140156405,0.41848389856170776,0.45158805726061735
378.0,,,,,0.5273208501942589,0.5601853275801121,0.5309426767189853,0.34937532323547765,0.45991333092297165,0.5059209645942208
378.5,,,,,0.5464496021825103,0.5590400731242426,0.38090957423375854,0.35984315063981165,0.25624311797031174,0.5018559442828663
379.0,,,,,0.5697332435541186,0.5581148994706729,0.35261169733133413,0.37116966260369205,0.24650356751507593,0.44055945528541474
379.5,,,,,0.596934755866264,0.5574174180090508,0.4671690482981645,0.38306257864515486,0.3005429955374956,0.4749410934407303
380.0,,,,,0.3222267054111893,0.47796308927288644,0.344068587593845,0.21060473509500066,0.3820768265463421,0.27473340880422814
380.5,,,,,0.371079165679808,0.5300464878491467,0.47353930326388444,0.3071031178738168,0.254216503372935,0.2896427903558877
381.0,,,,,0.42706070545149416,0.3696654796538825,0.311470457266622,0.3380015306781367,0.230260131877444,0.3569866500710041
381.5,,,,,0.40609019498436394,0.42201773267067433,0.37644680958100896,0.42604157367499296,0.27539816924313837,0.33030908941372616
382.0,,,,,0.41762743112433587,0.3565455609886265,0.3076965689571767,0.29853340383173643,0.28424603385225145,0.4860479230206604
382.5,,,,,0.7126884888808822,0.42594155466790806,0.21760783205116768,0.2967606295171738,0.29422262571311825,0.37175043055451373
383.0,,,,,0.5951329221042411,0.18867127849127469,0.5462578195463843,0.26206828745745,0.48828392518729863,0.2560378664415182
383.5,,,,,0.5097474648519169,0.22444655941135594,0.5343259523305246,0.3387103828087919,0.42595203679761817,0.26893696824229724
384.0,,,,,0.25624923291024687,0.43791548348573245,0.4995015747809174,0.25030778138946574,0.25775545328663096,0.38152038303633545
384.5,,,,,0.2455654301660434,0.44102621215755894,0.46394901716564485,0.23639125108645645,0.24453599335974335,0.39363326729454173
385.0,,,,,0.2619666502239245,0.3449710738660473,0.4912929309523852,0.2923670206143582,0.2751357795743423,0.3320335463096654
385.5,,,,,0.47513438653461026,0.46892298148162836,0.48370952355743535,0.22361582463783525,0.29184137367036495,0.3622080547150255
386.0,,,,,0.3925802309051968,0.3196988342037832,0.25443806923093687,0.24994602823782644,0.2533942071244536,0.391865583799523
386.5,,,,,0.2435418958829318,0.4138099138372209,0.29741211644741167,0.2771463539164856,0.2970204334195496,0.3459307338789217
387.0,,,,,0.2465095242518874,0.31425923401103245,0.2867927682500321,0.30913761760510156,0.26851612280229525,0.24692316077333984
387.5,,,,,0.2274286403958377,0.3072790414129217,0.22080043444216169,0.3243357849175007,0.3422087508713232,0.24515629807858805
388.0,,,,,0.45454100238113243,0.44046870065912946,0.28074552108361667,0.4729966816715616,0.3195005462007041,0.2864012222713414
388.5,,,,,0.3163366594817409,0.45932702578468054,0.19708758536303386,0.43789343505106665,0.26565117660439497,0.25523896608723773
389.0,,,,,0.2284404975341364,0.4782800340411925,0.185416261242239,0.23861246088878546,0.35042839346055954,0.22535902431454355
389.5,0.21608311992218465,0.29983944036950455,0.2587773991168838,0.19491577704175017,0.23177982336643047,0.4920622944482568,0.2454672352434081,0.2441129036948004,0.27817962783908373,0.2658468237649253
390.0,0.18764373772987794,0.28336942067632565,0.15835743342299766,0.2896223616949194,0.2427679029134561,0.4988449856894903,0.2977592076220592,0.2665710770216462,0.2834467146312542,0.32517777472777476
390.5,0.1960236036965331,0.21630214879085158,0.28706395932244394,0.3642730489388055,0.28349342785792775,0.2952598722883404,0.2952741520435507,0.25655934207101955,0.4571494912988207,0.39309771095305296
391.0,0.12921244149084576,0.2130101792197335,0.2453693630188671,0.2043836059707333,0.27698674953107655,0.2793417448843389,0.2890575280242088,0.25463956282727157,0.45811648107258046,0.26050853940893237
391.5,0.20182223348310832,0.2519783091045825,0.22756527681862315,0.3158355734593423,0.25970862220714036,0.3114999686935286,0.3395386219927882,0.2540381553554398,0.27135991842107926,0.19905698695236387
392.0,0.3081489553403774,0.3119411194344884,0.26803107118405517,0.2882086319278853,0.6319084271843071,0.36957327247134225,0.2710540374474096,0.24051072294234652,0.2528120676188487,0.2914878983594059
392.5,0.23786341696706223,0.22343047013925232,0.2654798430504955,0.22381494657546097,0.6399945465161813,0.2707067662862903,0.3276521497758499,0.2109293342506817,0.28057065668063164,0.2567989245650429
393.0,0.3028367445723444,0.3093694778573342,0.26661183190815174,0.2716349924934068,0.6490421338093746,0.252963138588701,0.35932099966062314,0.21022533991347117,0.29117610542827355,0.2806938114159253
393.5,0.24516229141214685,0.2639368743855519,0.22740275481917255,0.25614993728102264,0.6587500284231111,0.40665088307612235,0.47425787697377586,0.283351482501227,0.3583157150683693,0.2656059316241251
